_id,Composition,Reference,Is_Amorphous?,Casting,Type,Size_Measure,Size1,Size2,Characterization,From,Tg_[K],Tl_[K],DOI,Dmax_[mm],Tx_[K],Tm_[K],Melting,Environment,Sigma_[Mpa],Zmax_[mm],E_[GPA],Possion's_Ratio,v,Rc_[K/s],Fracture_Strength_[MPa],G_[GPa],Density_[g/cm^3]
60490a203e6da430a7211838,Ag1.7Pd81.8Si16.5,"Gao, Y.-Q., Zheng, F.-Q., Liu, X., Ning, Y.-T.: Proc. 4th Int. Conf. Rapidly QuenchedMet., Sendai, Masumoto, T., Suzuki, K. (eds.), The Japan Institute of Metals 1 (1982) 727-730.",AM,Melt Spinning,Ribbon,Width X Thickness,3,0.05,XRD ,Carter,,,,,,,,,,,,,,,,,
60490a203e6da430a7211839,Ag1.8Al14Co5Cu9.2La65Ni5,,,,,,,,,Ben,419.0,687.0,10.1038/ncomms10313,,,,,,,,,,,,,,
60490a203e6da430a721183a,Ag1.8Al14Co5Cu9.2La65Ni5,,,,,,,,,Lane,419.0,687.0,10.1038/ncomms10313,30.0,,,,,,,,,,,,,
60490a203e6da430a721183b,Ag10.5Cu24.5Mg54Y11,"Ma, H., Shi, L.-L., Xu, J., Li, X., Ma, E.: J. Mater. Res. (9) (2006) 2204-2214.",AM,Melt Casting,Rod,,,,,Carter,432.0,714.0,10.1557/jmr.2006.0294,12.0,493.0,699.0,,,,,,,,,,,
60490a203e6da430a721183c,Ag10.5Cu80.5P9,"Shirakawa, K., Kobayashi, Y., Masumoto, T.: Sci. Rep. Res. Inst. Tohoku Univ. Ser. A 28(1980) 255-265.",AC,Melt Spinning,Ribbon,Width X Thickness,1-1.5, 0.015-0.02,DTA XRD,Carter,,,,,,,Radio Frequency Melting,Ar-gas,,,,,,,,,
60490a203e6da430a721183d,Ag10.5Cu81.5P8,"Shirakawa, K., Kobayashi, Y., Masumoto, T.: Sci. Rep. Res. Inst. Tohoku Univ. Ser. A 28(1980) 255-265.",AM,Melt Spinning,Ribbon,Width X Thickness,1-1.5, 0.015-0.02,DTA XRD,Carter,,,,,,,Radio Frequency Melting,Ar-gas,,,,,,,,,
60490a203e6da430a721183e,Ag10.5Cu81.9P7.6,"Shirakawa, K., Kobayashi, Y., Masumoto, T.: Sci. Rep. Res. Inst. Tohoku Univ. Ser. A 28(1980) 255-265.",AM,Melt Spinning,Ribbon,Width X Thickness,1-1.5, 0.015-0.02,DTA XRD,Carter,,,,,,,Radio Frequency Melting,Ar-gas,,,,,,,,,
60490a203e6da430a721183f,Ag10.5Cu82.5P7,"Shirakawa, K., Kobayashi, Y., Masumoto, T.: Sci. Rep. Res. Inst. Tohoku Univ. Ser. A 28(1980) 255-265.",AM,Melt Spinning,Ribbon,Width X Thickness,1-1.5, 0.015-0.02,DTA XRD,Carter,,,,,,,Radio Frequency Melting,Ar-gas,,,,,,,,,
60490a203e6da430a7211840,Ag10Al10Cu40Zr40,"Zhang, W., Zhang, Q., Qin, C., Inoue, A.: Materials Science and Engineering B: Solid-State Materials for Advanced Technology. 148 (2008) 92–96.",AM,Melt Casting,Rod,,,,,Carter,710.0,1273.0,10.1016/j.mseb.2007.09.064,3.0,765.0,,,,,,,,,,,,
60490a203e6da430a7211841,Ag10Al10Cu40Zr40,,,,,,,,,Ben,710.0,1273.0,10.1016/j.jallcom.2008.07.087,3.0,765.0,,,,,,,,,,,,
60490a203e6da430a7211842,Ag10Al10Cu40Zr40,,,,,,,,,Lane,710.0,1273.0,10.1016/j.jallcom.2008.07.087,3.0,765.0,,,,,,,,,,,,
60490a203e6da430a7211843,Ag10Al15Cu20La55,,,,,,,,,Lane,416.0,787.0,10.1016/j.jallcom.2008.07.087,2.0,483.0,,,,,,,,,,,,
60490a203e6da430a7211844,Ag10Al15Cu20La55,"F. Jia, W. Zhang, H. Kimura, A. Inoue, Mater. Sci. Eng. B 148 (2008) 119.",AM,Melt Casting,Rod,,,,,Carter,416.0,787.0,10.1016/j.mseb.2007.09.002,2.0,483.0,,,,,,,,,,,,
60490a203e6da430a7211845,Ag10Al15Cu20La55,,,,,,,,,Ben,416.0,787.0,10.1016/j.jallcom.2008.07.087,2.0,483.0,,,,,,,,,,,,
60490a203e6da430a7211846,Ag10Al15Cu20La55,"Zhang, W., Jia, F., Inoue, A.: Materials Transactions 48 (2007) 68–73.",AM,Melt Casting,Rod,,,,,Carter,416.0,893.0,10.2320/matertrans.48.68,2.0,483.0,,,,,,,,,,,,
60490a203e6da430a7211847,Ag10Al30Ca60,,,,,,,,,Lane,483.0,868.0,10.1016/j.jallcom.2008.07.087,2.0,531.0,,,,,,,,,,,,
60490a203e6da430a7211848,Ag10Al30Ca60,,,,,,,,,Ben,483.0,868.0,10.1016/j.jallcom.2008.07.087,2.0,531.0,,,,,,,,,,,,
60490a203e6da430a7211849,Ag10Al30Ca60,"Guo, F.Q., Poon, S.J.: Appl. Phys. Lett. 84(1) (2004) 37-39.",AM,Melt Casting,Rod,,,,,Carter,483.0,868.0,10.1063/1.1637940,2.0,531.0,,,,,,,,,,,,
60490a203e6da430a721184a,Ag10Al7Cu40Zr43,"Kim, Y.C., Lee, J.C., Cha, P.R., Ahn, J.P., Fleury, E.: Materials Science and Engineering A. 437 (2006) 248–253.",AM,Melt Casting,Rod,,,,,Carter,,,10.1016/j.msea.2006.07.141,20.0,,,,,,,,,,,,,
60490a203e6da430a721184b,Ag10Ca60Cu10Mg20,"Amiya, K., Inoue, A.: Mater. Trans. JIM 43 (2002) 2578-2581.",AM,Melt Casting,Rod,,,,,Carter,398.0,,10.2320/matertrans.43.2578,7.0,428.0,624.0,,,,,,,,,,,
60490a203e6da430a721184c,Ag10Ce10Cu80,"Inoue, A., Park, J., Masumoto, T.: Mater. Trans. JIM 35 (1994) 227-232. ",AM,Melt Spinning,Ribbon,Width X Thickness,1,0.02,SEM  TEM  XRD ,Carter,,,10.2320/matertrans1989.35.227,,,,Radio Frequency Melting,Ar-gas,,,,,,,,,
60490a203e6da430a721184d,Ag10Ce3Cu87,"Inoue, A., Park, J., Masumoto, T.: Mater. Trans. JIM 35 (1994) 227-232. ",CR,Melt Spinning,Ribbon,Width X Thickness,1,0.02,SEM  TEM  XRD ,Carter,,,10.2320/matertrans1989.35.227,,,,Radio Frequency Melting,Ar-gas,,,,,,,,,
60490a203e6da430a721184e,Ag10Ce5Cu85,"Inoue, A., Park, J., Masumoto, T.: Mater. Trans. JIM 35 (1994) 227-232. ",CR,Melt Spinning,Ribbon,Width X Thickness,1,0.02,SEM  TEM  XRD ,Carter,,,10.2320/matertrans1989.35.227,,,,Radio Frequency Melting,Ar-gas,,,,,,,,,
60490a203e6da430a721184f,Ag10Ce6Cu84,"Inoue, A., Park, J., Masumoto, T.: Mater. Trans. JIM 35 (1994) 227-232. ",['AM' 'CR'],Melt Spinning,Ribbon,Width X Thickness,1,0.02,SEM  TEM  XRD ,Carter,,,10.2320/matertrans1989.35.227,,,,Radio Frequency Melting,Ar-gas,,,,,,,,,
60490a203e6da430a7211850,Ag10Cu10Ge80,"Mizutani, U., Sato, K., Sakamoto, I., Yonemitsu, K.: J. Phys. F 18 (1988) 1995-2007.",AM,Deposition,Thin Film,,,, EM  XRD,Carter,,,10.1088/0305-4608/18/9/018,,,,Radio Frequency Melting,Ar-gas,,,,,,,,,
60490a203e6da430a7211851,Ag10Cu15Er10Mg65,,,,,,,,,Ben,427.0,733.0,10.1016/j.jallcom.2008.07.087,6.0,465.0,,,,,,,,,,,,
60490a203e6da430a7211852,Ag10Cu15Er10Mg65,"Liu, W.Y., Zhang, H.F., Hu, Z.Q., Wang, H., J. Alloys Compd. 397 (2005) 202–206.",AM,Melt Casting,Rod,,,,,Carter,427.0,733.0,10.1016/j.jallcom.2005.01.043,6.0,465.0,,,,814.0,,,,,,,,
60490a203e6da430a7211853,Ag10Cu15Er10Mg65,,,,,,,,,Lane,427.0,733.0,10.1016/j.jallcom.2008.07.087,6.0,465.0,,,,,,,,,,,,
60490a203e6da430a7211854,Ag10Cu15Gd10Mg65,,,,,,,,,Lane,416.0,686.0,10.1016/j.jallcom.2008.07.087,7.5,459.0,,,,,,,,,,,,
60490a203e6da430a7211855,Ag10Cu15Gd10Mg65,,,,,,,,,Ben,416.0,686.0,10.1016/j.jallcom.2008.07.087,7.5,459.0,,,,,,,,,,,,
60490a203e6da430a7211856,Ag10Cu15Gd10Mg65,"Park, E.S., Lee, J.Y., Kim, D.H.: J. Mater. Res. 20 (2005) 2379–2385.",AM,Melt Casting,Rod,,,,,Carter,416.0,686.0,10.1557/jmr.2005.0314,7.5,459.0,677.0,,,,,,,,,,,
60490a203e6da430a7211857,Ag10Cu15Gd2Mg65Y8,,,,,,,,,Ben,428.0,690.0,10.1016/j.msea.2007.01.033,,472.0,,,,,7.0,,,,,,,
60490a203e6da430a7211858,Ag10Cu15Gd4Mg65Y6,,,,,,,,,Ben,427.0,685.0,10.1016/j.msea.2007.01.033,,472.0,,,,,7.5,,,,,,,
60490a203e6da430a7211859,Ag10Cu15Gd6Mg65Y4,,,,,,,,,Ben,424.0,682.0,10.1016/j.jallcom.2008.07.087,8.0,467.0,,,,,,,,,,,,
60490a203e6da430a721185a,Ag10Cu15Gd6Mg65Y4,"W.Y. Liu, H.F. Zhang, A.M. Wang, H. Lia, Z.Q. Hua, Mater. Sci. Eng. A459 (2007) 196. ",AM,Melt Casting,Rod,,,,,Carter,424.0,682.0,10.1016/j.msea.2007.01.033,8.0,467.0,,,,,,,,,,,,
60490a203e6da430a721185b,Ag10Cu15Gd6Mg65Y4,,,,,,,,,Lane,424.0,682.0,10.1016/j.jallcom.2008.07.087,8.0,467.0,,,,,,,,,,,,
60490a203e6da430a721185c,Ag10Cu15Gd8Mg65Y2,,,,,,,,,Lane,420.0,683.0,10.1016/j.jallcom.2008.07.087,9.0,464.0,,,,,,,,,,,,
60490a203e6da430a721185d,Ag10Cu15Gd8Mg65Y2,,,,,,,,,Ben,420.0,683.0,10.1016/j.jallcom.2008.07.087,9.0,464.0,,,,,,,,,,,,
60490a203e6da430a721185e,Ag10Cu15Gd8Mg65Y2,"W.Y. Liu, H.F. Zhang, A.M. Wang, H. Lia, Z.Q. Hua, Mater. Sci. Eng. A459 (2007) 196. ",AM,Melt Casting,Rod,,,,,Carter,420.0,683.0,10.1016/j.msea.2007.01.033,9.0,464.0,,,,,,,,,,,,
60490a203e6da430a721185f,Ag10Cu15Mg65Tb10,"Qin, W., Li, J., Kou, H., Gu, X., Xue, X., Zhou, L.: Intermetallics 17 (2009) 253–255.",AM,Melt Casting,Rod,,,,,Carter,,697.0,10.1016/j.intermet.2008.08.011,6.0,468.0,661.0,,,,,,,,,,,
60490a203e6da430a7211860,Ag10Cu15Mg65Y10,"Park, E.S., Kim, W.T., Kim, D.H.: Materials Transactions 45 (2004) 2474–2477.",AM,Melt Casting,Rod,,,,,Carter,428.0,,10.2320/matertrans.45.2474,7.0,469.0,686.0,,,,,,,,,,,
60490a203e6da430a7211861,Ag10Cu15Mg65Y10,,,,,,,,,Ben,428.0,694.0,10.1016/j.msea.2007.01.033,,469.0,,,,,7.0,,,,,,,
60490a203e6da430a7211862,Ag10Cu20Zr70,,,,,,,,,Ben,625.5658,,10.1007/978-3-642-03481-7,,664.274,,,,,,,,,,,,
60490a203e6da430a7211863,Ag10Cu25Zr65,,,,,,,,,Ben,625.8273,,10.1007/978-3-642-03481-7,,690.3411,,,,,,,,,,,,
60490a203e6da430a7211864,Ag10Cu35Zr55,,,,,,,,,Ben,647.0776,1210.869,10.1007/978-3-642-03481-7,,730.9455,,,,,,,,,,,,
60490a203e6da430a7211865,Ag10Cu40Zr50,"G. Duan, K.D. Blauwe, M.L. Lind, J.P. Schramm, W.L. Johnson, Scripta Mater. 58(2008) 159. ",AM,Melt Casting,Rod,,,,,Carter,667.0,1177.0,10.1016/j.scriptamat.2007.10.001,5.0,733.0,,,,,,,,,,,,
60490a203e6da430a7211866,Ag10Cu40Zr50,,,,,,,,,Lane,667.0,1177.0,10.1016/j.jallcom.2008.07.087,5.0,733.0,,,,,,,,,,,,
60490a203e6da430a7211867,Ag10Cu40Zr50,,,,,,,,,Ben,667.0,1177.0,10.1016/j.jallcom.2008.07.087,5.0,733.0,,,,,,,,,,,,
60490a203e6da430a7211868,Ag10Cu45Hf10Zr35,"W. Zhang, F. Jia, Q.S. Zhang, A. Inoue, Mater. Sci. Eng. A 459 (2007) 330.",AM,Melt Casting,Rod,,,,,Carter,690.0,1171.0,10.1016/j.msea.2007.02.001,4.0,769.0,,,,,,,,,,,,
60490a203e6da430a7211869,Ag10Cu45Hf10Zr35,,,,,,,,,Ben,690.0,1171.0,10.1016/j.jallcom.2008.07.087,4.0,769.0,,,,,,,,,,,,
60490a203e6da430a721186a,Ag10Cu45Hf10Zr35,,,,,,,,,Lane,690.0,1171.0,10.1016/j.jallcom.2008.07.087,4.0,769.0,,,,,,,,,,,,
60490a203e6da430a721186b,Ag10Cu45Hf20Zr25,,,,,,,,,Lane,698.0,1218.0,10.1016/j.jallcom.2008.07.087,3.0,783.0,,,,,,,,,,,,
60490a203e6da430a721186c,Ag10Cu45Hf20Zr25,,,,,,,,,Ben,698.0,1218.0,10.1016/j.jallcom.2008.07.087,3.0,783.0,,,,,,,,,,,,
60490a203e6da430a721186d,Ag10Cu45Hf20Zr25,"W. Zhang, F. Jia, Q.S. Zhang, A. Inoue, Mater. Sci. Eng. A 459 (2007) 330.",AM,Melt Casting,Rod,,,,,Carter,698.0,1218.0,10.1016/j.msea.2007.02.001,3.0,783.0,,,,,,,,,,,,
60490a203e6da430a721186e,Ag10Cu45Hf30Zr15,,,,,,,,,Ben,712.0,1275.0,10.1016/j.jallcom.2008.07.087,2.0,799.0,,,,,,,,,,,,
60490a203e6da430a721186f,Ag10Cu45Hf30Zr15,,,,,,,,,Lane,712.0,1275.0,10.1016/j.jallcom.2008.07.087,2.0,799.0,,,,,,,,,,,,
60490a203e6da430a7211870,Ag10Cu45Hf30Zr15,"W. Zhang, F. Jia, Q.S. Zhang, A. Inoue, Mater. Sci. Eng. A 459 (2007) 330.",AM,Melt Casting,Rod,,,,,Carter,712.0,1275.0,10.1016/j.msea.2007.02.001,2.0,799.0,,,,,,,,,,,,
60490a203e6da430a7211871,Ag10Cu45Ni5Ti10Zr30,,,,,,,,,Ben,710.0,1160.0,10.1016/j.jallcom.2008.07.087,5.0,738.0,,,,,,,,,,,,
60490a203e6da430a7211872,Ag10Cu45Ni5Ti10Zr30,,,,,,,,,Lane,710.0,1160.0,10.1016/j.jallcom.2008.07.087,5.0,738.0,,,,,,,,,,,,
60490a203e6da430a7211873,Ag10Cu45Ni5Ti10Zr30,"E.S. Park, H.J. Chang, D.H. Kim, T. Ohkubo, K. Hono, Scripta Mater. 54(2006) 1569. ",AM,Melt Casting,Rod,,,,,Carter,710.0,1160.0,10.1016/j.scriptamat.2006.01.023,5.0,738.0,,,,,,,,,,,,
60490a203e6da430a7211874,Ag10Cu45Zr45,,,,,,,,,Lane,683.0,1159.0,10.1016/j.jallcom.2008.07.087,6.0,756.0,,,,,,,,,,,,
60490a203e6da430a7211875,Ag10Cu45Zr45,"W. Zhang, Q.S. Zhang, C.L. Qin, A. Inoue, Mater. Sci. Eng. B 148 (2008) 92.",AM,Melt Casting,Rod,,,,,Carter,683.0,1159.0,10.1016/j.mseb.2007.09.064,6.0,756.0,,,,,,,,,,,,
60490a203e6da430a7211876,Ag10Cu45Zr45,,,,,,,,,Ben,683.0,1159.0,10.1016/j.jallcom.2008.07.087,6.0,756.0,,,,,,,,,,,,
60490a203e6da430a7211877,Ag10Cu45Zr45,"Zhang, W., Zhang, Q., Qin, C., Inoue, A.: Materials Science and Engineering B: Solid-State Materials for Advanced Technology. 148 (2008) 92–96.",AM,Melt Casting,Rod,,,,,Carter,683.0,1159.0,10.1016/j.mseb.2007.09.064,6.0,756.0,,,,,,,,,,,,
60490a203e6da430a7211878,Ag10Cu49Ti5Zr36,,,,,,,,,Ben,691.0,1130.0,10.1016/j.jallcom.2008.07.087,8.0,737.0,,,,,,,,,,,,
60490a203e6da430a7211879,Ag10Cu49Ti5Zr36,,,,,,,,,Lane,691.0,1130.0,10.1016/j.jallcom.2008.07.087,8.0,737.0,,,,,,,,,,,,
60490a203e6da430a721187a,Ag10Cu49Ti5Zr36,"G. Duan, K.D. Blauwe, M.L. Lind, J.P. Schramm, W.L. Johnson, Scripta Mater. 58(2008) 159. ",AM,Melt Casting,Rod,,,,,Carter,691.0,1130.0,10.1016/j.scriptamat.2007.10.001,8.0,737.0,,,,,,,,,,,,
60490a203e6da430a721187b,Ag10Cu50Ti10Zr30,"E.S. Park, H.J. Chang, D.H. Kim, T. Ohkubo, K. Hono, Scripta Mater. 54(2006) 1569.",AM,Melt Casting,Rod,,,,,Carter,694.0,1130.0,10.1016/j.scriptamat.2006.01.023,4.0,726.0,,,,,,,,,,,,
60490a203e6da430a721187c,Ag10Cu50Ti10Zr30,,,,,,,,,Lane,694.0,1130.0,10.1016/j.jallcom.2008.07.087,4.0,726.0,,,,,,,,,,,,
60490a203e6da430a721187d,Ag10Cu50Ti10Zr30,,,,,,,,,Ben,694.0,1130.0,10.1016/j.jallcom.2008.07.087,4.0,726.0,,,,,,,,,,,,
60490a203e6da430a721187e,Ag10Cu50Zr40,,,,,,,,,Ben,699.5387,1150.093,10.1007/978-3-642-03481-7,,760.8704,,,,,,,,,,,,
60490a203e6da430a721187f,Ag10Cu54Zr36,"G. Duan, K.D. Blauwe, M.L. Lind, J.P. Schramm, W.L. Johnson, Scripta Mater. 58(2008) 159. ",AM,Melt Casting,Rod,,,,,Carter,719.0,1146.0,10.1016/j.scriptamat.2007.10.001,6.0,759.0,,,,,,,,,,,,
60490a203e6da430a7211880,Ag10Cu54Zr36,,,,,,,,,Lane,719.0,1146.0,10.1016/j.jallcom.2008.07.087,6.0,759.0,,,,,,,,,,,,
60490a203e6da430a7211881,Ag10Cu54Zr36,,,,,,,,,Ben,719.0,1146.0,10.1016/j.jallcom.2008.07.087,6.0,759.0,,,,,,,,,,,,
60490a203e6da430a7211882,Ag10Cu55Zr35,,,,,,,,,Ben,730.4225,1200.345,10.1007/978-3-642-03481-7,,767.5179,,,,,,,,,,,,
60490a203e6da430a7211883,Ag10Mg50Y40,"Kim, S.-G.: Doctor Thesis, Tohoku University, 1992.",AC,Melt Spinning,Ribbon,Width X Thickness,1,0.02,AXS SEM TEM XRD,Carter,,,,,,,Radio Frequency Melting,Ar-gas,,,,,,,,,
60490a203e6da430a7211884,Ag10Mg60Y30,"Kim, S.-G.: Doctor Thesis, Tohoku University, 1992.",AM,Melt Spinning,Ribbon,Width X Thickness,1,0.02,AXS SEM TEM XRD,Carter,,,,,,,Radio Frequency Melting,Ar-gas,,,,,,,,,
60490a203e6da430a7211885,Ag10Mg70Y20,"Kim, S.-G.: Doctor Thesis, Tohoku University, 1992.",AM,Melt Spinning,Ribbon,Width X Thickness,1,0.02,AXS SEM TEM XRD,Carter,,,,,,,Radio Frequency Melting,Ar-gas,,,,,,,,,
60490a203e6da430a7211886,Ag10Mg80Y10,"Kim, S.-G.: Doctor Thesis, Tohoku University, 1992.",AM,Melt Spinning,Ribbon,Width X Thickness,1,0.02,AXS SEM TEM XRD,Carter,,,,,,,Radio Frequency Melting,Ar-gas,,,,,,,,,
60490a203e6da430a7211887,Ag10Mg85Y5,"Kim, S.-G.: Doctor Thesis, Tohoku University, 1992.",AC,Melt Spinning,Ribbon,Width X Thickness,1,0.02,AXS SEM TEM XRD,Carter,,,,,,,Radio Frequency Melting,Ar-gas,,,,,,,,,
60490a203e6da430a7211888,Ag10Pd73.5Si16.5,"Gao, Y.-Q., Zheng, F.-Q., Liu, X., Ning, Y.-T.: Proc. 4th Int. Conf. Rapidly QuenchedMet., Sendai, Masumoto, T., Suzuki, K. (eds.), The Japan Institute of Metals 1 (1982) 727-730.",AM,Melt Spinning,Ribbon,Width X Thickness,3,0.05,XRD ,Carter,,,,,,,,,,,,,,,,,
60490a203e6da430a7211889,Ag11.2Cu16.8Er9Mg63,"Sun, Y., Zhang, H.F., Fu, H.M., Wang, A.M., Hu, Z.Q.: Mater. Sci. Eng. A 502 (2009) 148–152.",AM,Melt Casting,Wedge,,,,,Carter,424.1,754.3,10.1016/j.msea.2008.10.008,,456.2,706.1,,,,,,,,,,,
60490a203e6da430a721188a,Ag11.6Cu46.4Ti7Zr35,"Chun-Li Dai, Hua Guo, Yong Shen, Yi Li, En Ma, Jian Xu, Scripta Mater.54 (2006) 1403. ",AM,Melt Casting,Rod,,,,,Carter,689.0,1119.0,10.1016/j.scriptamat.2005.11.077,6.0,732.0,,,,,,,,,,,,
60490a203e6da430a721188b,Ag11.6Cu46.4Ti7Zr35,,,,,,,,,Ben,689.0,1119.0,10.1016/j.jallcom.2008.07.087,6.0,732.0,,,,,,,,,,,,
60490a203e6da430a721188c,Ag11.6Cu46.4Ti7Zr35,,,,,,,,,Lane,689.0,1119.0,10.1016/j.jallcom.2008.07.087,6.0,732.0,,,,,,,,,,,,
60490a203e6da430a721188d,Ag11Cu38Fe51,"Sumiyama, K., Nishi, K., Suzuki, K.: J. Phys. Condens. Matter 3 (1991) 9859-9869.",CR,Deposition,Thin Film,Thickness,.01-.03,,DSC XRD,Carter,,,10.1088/0953-8984/3/49/003,,,,,Ar-gas,,,,,,,,,
60490a203e6da430a721188e,Ag12.2Cu80.3P7.5,"Shirakawa, K., Kobayashi, Y., Masumoto, T.: Sci. Rep. Res. Inst. Tohoku Univ. Ser. A 28(1980) 255-265.",AM,Melt Spinning,Ribbon,Width X Thickness,1-1.5, 0.015-0.02,DTA XRD,Carter,,,,,,,Radio Frequency Melting,Ar-gas,,,,,,,,,
60490a203e6da430a721188f,Ag12.2Cu80.8P7,"Shirakawa, K., Kobayashi, Y., Masumoto, T.: Sci. Rep. Res. Inst. Tohoku Univ. Ser. A 28(1980) 255-265.",AM,Melt Spinning,Ribbon,Width X Thickness,1-1.5, 0.015-0.02,DTA XRD,Carter,,,,,,,Radio Frequency Melting,Ar-gas,,,,,,,,,
60490a203e6da430a7211890,Ag12.2Cu81.5P6.3,"Shirakawa, K., Kobayashi, Y., Masumoto, T.: Sci. Rep. Res. Inst. Tohoku Univ. Ser. A 28(1980) 255-265.",AC,Melt Spinning,Ribbon,Width X Thickness,1-1.5, 0.015-0.02,DTA XRD,Carter,,,,,,,Radio Frequency Melting,Ar-gas,,,,,,,,,
60490a203e6da430a7211891,Ag12.5Pd71Si16.5,"Gao, Y.-Q., Zheng, F.-Q., Liu, X., Ning, Y.-T.: Proc. 4th Int. Conf. Rapidly QuenchedMet., Sendai, Masumoto, T., Suzuki, K. (eds.), The Japan Institute of Metals 1 (1982) 727-730.",AM,Melt Spinning,Ribbon,Width X Thickness,3,0.05,XRD ,Carter,,,,,,,,,,,,,,,,,
60490a203e6da430a7211892,Ag12Cu38Zr50,"G. Duan, K.D. Blauwe, M.L. Lind, J.P. Schramm, W.L. Johnson, Scripta Mater. 58(2008) 159. ",AM,Melt Casting,Rod,,,,,Carter,663.0,1187.0,10.1016/j.scriptamat.2007.10.001,4.0,734.0,,,,,,,,,,,,
60490a203e6da430a7211893,Ag12Cu38Zr50,,,,,,,,,Lane,663.0,1187.0,10.1016/j.jallcom.2008.07.087,4.0,734.0,,,,,,,,,,,,
60490a203e6da430a7211894,Ag12Cu38Zr50,,,,,,,,,Ben,663.0,1187.0,10.1016/j.jallcom.2008.07.087,4.0,734.0,,,,,,,,,,,,
60490a203e6da430a7211895,Ag12Cu44Zr44,,,,,,,,,Lane,684.0,1156.0,10.1016/j.jallcom.2008.07.087,4.0,764.0,,,,,,,,,,,,
60490a203e6da430a7211896,Ag12Cu44Zr44,,,,,,,,,Ben,684.0,1156.0,10.1016/j.jallcom.2008.07.087,4.0,764.0,,,,,,,,,,,,
60490a203e6da430a7211897,Ag12Cu44Zr44,"W. Zhang, F. Jia, Q.S. Zhang, A. Inoue, Mater. Sci. Eng. A 459 (2007) 330.",AM,Melt Casting,Rod,,,,,Carter,684.0,1156.0,10.1016/j.msea.2007.02.001,4.0,764.0,,,,,,,,,,,,
60490a203e6da430a7211898,Ag13Al3Cu36Zr48,,AM,Melt Casting,Rod,,,,,Carter,690.0,1169.0,10.1016/j.jallcom.2007.05.037,4.5,753.0,,,,,,,,,,,,
60490a203e6da430a7211899,Ag13Cu32Fe55,"Sumiyama, K., Nishi, K., Suzuki, K.: J. Phys. Condens. Matter 3 (1991) 9859-9869.",CR,Deposition,Thin Film,Thickness,.01-.03,,DSC XRD,Carter,,,10.1088/0953-8984/3/49/003,,,,,Ar-gas,,,,,,,,,
60490a203e6da430a721189a,Ag14Cu78.5P7.5,"Shirakawa, K., Kobayashi, Y., Masumoto, T.: Sci. Rep. Res. Inst. Tohoku Univ. Ser. A 28(1980) 255-265.",AC,Melt Spinning,Ribbon,Width X Thickness,1-1.5, 0.015-0.02,DTA XRD,Carter,,,,,,,Radio Frequency Melting,Ar-gas,,,,,,,,,
60490a203e6da430a721189b,Ag15Al10Mg75,"Inoue, A., Nakano, K., Bizen, Y., Masumoto, T., Chen, H.S.: Jpn. J. Appl. Phys. 27 (1988) L944-L947. ",AM,Melt Spinning,Ribbon,Width X Thickness,1,0.02,DSC  TEM  XRD,Carter,,,10.1143/JJAP.27.L944,,,,Radio Frequency Melting,Ar-gas,,,,,,,,,
60490a203e6da430a721189c,Ag15Ce4Cu81,"Inoue, A., Park, J., Masumoto, T.: Mater. Trans. JIM 35 (1994) 227-232. ",CR,Melt Spinning,Ribbon,Width X Thickness,1,0.02,SEM  TEM  XRD ,Carter,,,10.2320/matertrans1989.35.227,,,,Radio Frequency Melting,Ar-gas,,,,,,,,,
60490a203e6da430a721189d,Ag15Ce6Cu79,"Inoue, A., Park, J., Masumoto, T.: Mater. Trans. JIM 35 (1994) 227-232. ",AM,Melt Spinning,Ribbon,Width X Thickness,1,0.02,SEM  TEM  XRD ,Carter,,,10.2320/matertrans1989.35.227,,,,Radio Frequency Melting,Ar-gas,,,,,,,,,
60490a203e6da430a721189e,Ag15Cu10Gd10Mg65,"Park, E.S., Lee, J.Y., Kim, D.H.: J. Mater. Res. 20 (2005) 2379–2385.",AM,Melt Casting,Rod,,,,,Carter,461.0,701.0,10.1557/jmr.2005.0314,3.0,461.0,673.0,,,,,,,,,,,
60490a203e6da430a721189f,Ag15Cu15Ge70,"Mizutani, U., Sato, K., Sakamoto, I., Yonemitsu, K.: J. Phys. F 18 (1988) 1995-2007.",AM,Deposition,Thin Film,,,, EM  XRD,Carter,,,10.1088/0305-4608/18/9/018,,,,Radio Frequency Melting,Ar-gas,,,,,,,,,
60490a203e6da430a72118a0,Ag15Cu40Zr45,,,,,,,,,Ben,672.8045,671.7915,10.1007/978-3-642-03481-7,,758.9319,,,,,,,,,,,,
60490a203e6da430a72118a1,Ag15Cu45Ti10Zr30,,,,,,,,,Ben,687.0,1121.0,10.1016/j.jallcom.2008.07.087,5.0,717.0,,,,,,,,,,,,
60490a203e6da430a72118a2,Ag15Cu45Ti10Zr30,,,,,,,,,Lane,687.0,1121.0,10.1016/j.jallcom.2008.07.087,5.0,717.0,,,,,,,,,,,,
60490a203e6da430a72118a3,Ag15Cu45Ti10Zr30,"E.S. Park, H.J. Chang, D.H. Kim, T. Ohkubo, K. Hono, Scripta Mater. 54(2006) 1569. ",AM,Melt Casting,Rod,,,,,Carter,687.0,1121.0,10.1016/j.scriptamat.2006.01.023,5.0,717.0,,,,,,,,,,,,
60490a203e6da430a72118a4,Ag15Cu45Zr40,,,,,,,,,Ben,,1188.829,10.1007/978-3-642-03481-7,,,,,,,,,,,,,,
